Review,ReviewLower,ReviewClean,Fix Slang,Tokenized,Stopword,Stemmed_Text
Timeline acak acakan non mutual masuk semua di timeline dan sangat mengganggu. Postingan bergambar sering load tidak bisa dibuka dan postingan video sering bug tidak bisa diputar. Tweet terlalu panjang bikin pusing pembaca. Ukuran gambar tidak beraturan. Tolong kembalikan twitter seperti dulu. Jangan dibuat acak-acakan begini.,timeline acak acakan non mutual masuk semua di timeline dan sangat mengganggu. postingan bergambar sering load tidak bisa dibuka dan postingan video sering bug tidak bisa diputar. tweet terlalu panjang bikin pusing pembaca. ukuran gambar tidak beraturan. tolong kembalikan twitter seperti dulu. jangan dibuat acak-acakan begini.,timeline acak acakan non mutual masuk semua di timeline dan sangat mengganggu postingan bergambar sering load tidak bisa dibuka dan postingan video sering bug tidak bisa diputar tweet terlalu panjang bikin pusing pembaca ukuran gambar tidak beraturan tolong kembalikan twitter seperti dulu jangan dibuat acakacakan begini,timeline acak acakan non mutual masuk semua di timeline dan sangat mengganggu postingan bergambar sering load tidak bisa dibuka dan postingan video sering bug tidak bisa diputar tweet terlalu panjang bikin pusing pembaca ukuran gambar tidak beraturan tolong kembalikan twitter seperti dulu jangan dibuat acakacakan begini,"['timeline', 'acak', 'acakan', 'non', 'mutual', 'masuk', 'semua', 'di', 'timeline', 'dan', 'sangat', 'mengganggu', 'postingan', 'bergambar', 'sering', 'load', 'tidak', 'bisa', 'dibuka', 'dan', 'postingan', 'video', 'sering', 'bug', 'tidak', 'bisa', 'diputar', 'tweet', 'terlalu', 'panjang', 'bikin', 'pusing', 'pembaca', 'ukuran', 'gambar', 'tidak', 'beraturan', 'tolong', 'kembalikan', 'twitter', 'seperti', 'dulu', 'jangan', 'dibuat', 'acakacakan', 'begini']","['timeline', 'acak', 'acakan', 'non', 'mutual', 'masuk', 'timeline', 'mengganggu', 'postingan', 'bergambar', 'load', 'dibuka', 'postingan', 'video', 'bug', 'diputar', 'tweet', 'bikin', 'pusing', 'pembaca', 'ukuran', 'gambar', 'beraturan', 'tolong', 'kembalikan', 'twitter', 'acakacakan']",timeline acak acak non mutual masuk timeline ganggu postingan gambar load buka postingan video bug putar tweet bikin pusing baca ukur gambar atur tolong kembali twitter acakacakan
login susah selalu keluar sendiri,login susah selalu keluar sendiri,login susah selalu keluar sendiri,login susah selalu keluar sendiri,"['login', 'susah', 'selalu', 'keluar', 'sendiri']","['login', 'susah']",login susah
"Tolong kembalikan Twitter seperti semula! Awal mula nama branding Twitter sudah bagus, malah diganti jadi X 1 huruf yang menurut saya tidak cocok. Terus mulai dari verifikasi akun yang bisa dimiliki semua orang asalkan berbayar. Jadi gabisa membedakan pengguna selebritas dan pengguna biasa. Sering terjadi limit pada Direct Message dan Timeline, membuat saya kesulitan komunikasi dengan sesama pengikut. Kemudian sering terjadi penguncian akun padahal cuma ganti display name. PERBAIKI!","tolong kembalikan twitter seperti semula! awal mula nama branding twitter sudah bagus, malah diganti jadi x 1 huruf yang menurut saya tidak cocok. terus mulai dari verifikasi akun yang bisa dimiliki semua orang asalkan berbayar. jadi gabisa membedakan pengguna selebritas dan pengguna biasa. sering terjadi limit pada direct message dan timeline, membuat saya kesulitan komunikasi dengan sesama pengikut. kemudian sering terjadi penguncian akun padahal cuma ganti display name. perbaiki!",tolong kembalikan twitter seperti semula awal mula nama branding twitter sudah bagus malah diganti jadi x  huruf yang menurut saya tidak cocok terus mulai dari verifikasi akun yang bisa dimiliki semua orang asalkan berbayar jadi gabisa membedakan pengguna selebritas dan pengguna biasa sering terjadi limit pada direct message dan timeline membuat saya kesulitan komunikasi dengan sesama pengikut kemudian sering terjadi penguncian akun padahal cuma ganti display name perbaiki,tolong kembalikan twitter seperti semula awal mula nama branding twitter sudah bagus bahkan diganti jadi x huruf yang menurut saya tidak cocok terus mulai dari verifikasi akun yang bisa dimiliki semua orang asalkan berbayar jadi tidak bisa membedakan pengguna selebritas dan pengguna biasa sering terjadi limit pada direct message dan timeline membuat saya kesulitan komunikasi dengan sesama pengikut kemudian sering terjadi penguncian akun padahal cuma ganti display name perbaiki,"['tolong', 'kembalikan', 'twitter', 'seperti', 'semula', 'awal', 'mula', 'nama', 'branding', 'twitter', 'sudah', 'bagus', 'bahkan', 'diganti', 'jadi', 'x', 'huruf', 'yang', 'menurut', 'saya', 'tidak', 'cocok', 'terus', 'mulai', 'dari', 'verifikasi', 'akun', 'yang', 'bisa', 'dimiliki', 'semua', 'orang', 'asalkan', 'berbayar', 'jadi', 'tidak', 'bisa', 'membedakan', 'pengguna', 'selebritas', 'dan', 'pengguna', 'biasa', 'sering', 'terjadi', 'limit', 'pada', 'direct', 'message', 'dan', 'timeline', 'membuat', 'saya', 'kesulitan', 'komunikasi', 'dengan', 'sesama', 'pengikut', 'kemudian', 'sering', 'terjadi', 'penguncian', 'akun', 'padahal', 'cuma', 'ganti', 'display', 'name', 'perbaiki']","['tolong', 'kembalikan', 'twitter', 'nama', 'branding', 'twitter', 'bagus', 'diganti', 'x', 'huruf', 'cocok', 'verifikasi', 'akun', 'dimiliki', 'orang', 'berbayar', 'membedakan', 'pengguna', 'selebritas', 'pengguna', 'limit', 'direct', 'message', 'timeline', 'kesulitan', 'komunikasi', 'pengikut', 'penguncian', 'akun', 'ganti', 'display', 'name', 'perbaiki']",tolong kembali twitter nama branding twitter bagus ganti x huruf cocok verifikasi akun milik orang bayar beda guna selebritas guna limit direct message timeline sulit komunikasi ikut kunci akun ganti display name baik
"Aneh bgt kenapa gabisa baca isi dm, padahal jaringan stabil, dicoba untuk di unistal dlu trus di unistal lagi masi aja belum bisa, sampe hp udah coba di restart juga. Kira kira kendala seperti ini kenapa ya, tolong diperbaiki.","aneh bgt kenapa gabisa baca isi dm, padahal jaringan stabil, dicoba untuk di unistal dlu trus di unistal lagi masi aja belum bisa, sampe hp udah coba di restart juga. kira kira kendala seperti ini kenapa ya, tolong diperbaiki.",aneh bgt kenapa gabisa baca isi dm padahal jaringan stabil dicoba untuk di unistal dlu trus di unistal lagi masi aja belum bisa sampe hp udah coba di restart juga kira kendala seperti ini kenapa ya tolong diperbaiki,aneh banget kenapa tidak bisa baca isi dm padahal jaringan stabil dicoba untuk di unistal dulu terus di unistal lagi masi saja belum bisa sampai hp sudah coba di restart juga kira kendala seperti ini kenapa iya tolong diperbaiki,"['aneh', 'banget', 'kenapa', 'tidak', 'bisa', 'baca', 'isi', 'dm', 'padahal', 'jaringan', 'stabil', 'dicoba', 'untuk', 'di', 'unistal', 'dulu', 'terus', 'di', 'unistal', 'lagi', 'masi', 'saja', 'belum', 'bisa', 'sampai', 'hp', 'sudah', 'coba', 'di', 'restart', 'juga', 'kira', 'kendala', 'seperti', 'ini', 'kenapa', 'iya', 'tolong', 'diperbaiki']","['aneh', 'banget', 'baca', 'isi', 'dm', 'jaringan', 'stabil', 'dicoba', 'unistal', 'unistal', 'masi', 'hp', 'coba', 'restart', 'kendala', 'tolong', 'diperbaiki']",aneh banget baca isi dm jaring stabil coba unistal unistal mas hp coba restart kendala tolong baik
"Sudah tidak seperti dulu lagi, Twitter sekarang jadi 'X' doang... Ga ada pembeda malah jadi huruf doang... Ama kebijakan berbayar buat apa coba? Cuma verifikasi akun aja mesti bayar, centang biru kalo udah verifikasi, ga bisa bedain mana akun asli mana fake account. Kenapa mesti di ubah? Ama pemutaran video sering lag dan buffering, kualitas pemutaran video ga kaya dulu lagi, kalo mau video bagus mesti pake kuota ga bisa pake WIFI. Tolong kembalikan Twitter yang kami kenal","sudah tidak seperti dulu lagi, twitter sekarang jadi 'x' doang... ga ada pembeda malah jadi huruf doang... ama kebijakan berbayar buat apa coba? cuma verifikasi akun aja mesti bayar, centang biru kalo udah verifikasi, ga bisa bedain mana akun asli mana fake account. kenapa mesti di ubah? ama pemutaran video sering lag dan buffering, kualitas pemutaran video ga kaya dulu lagi, kalo mau video bagus mesti pake kuota ga bisa pake wifi. tolong kembalikan twitter yang kami kenal",sudah tidak seperti dulu lagi twitter sekarang jadi x doang ga ada pembeda malah jadi huruf doang ama kebijakan berbayar buat apa coba cuma verifikasi akun aja mesti bayar centang biru kalo udah verifikasi ga bisa bedain mana akun asli mana fake account kenapa mesti di ubah ama pemutaran video sering lag dan buffering kualitas pemutaran video ga kaya dulu lagi kalo mau video bagus mesti pake kuota ga bisa pake wifi tolong kembalikan twitter yang kami kenal,sudah tidak seperti dulu lagi twitter sekarang jadi x saja tidak ada pembeda bahkan jadi huruf saja sama kebijakan berbayar buat apa coba cuma verifikasi akun saja mesti bayar centang biru kalau sudah verifikasi tidak bisa bedain mana akun asli mana fake account kenapa mesti di ubah sama pemutaran video sering lag dan buffering kualitas pemutaran video tidak kaya dulu lagi kalau mau video bagus mesti pakai kuota tidak bisa pakai wifi tolong kembalikan twitter yang kami kenal,"['sudah', 'tidak', 'seperti', 'dulu', 'lagi', 'twitter', 'sekarang', 'jadi', 'x', 'saja', 'tidak', 'ada', 'pembeda', 'bahkan', 'jadi', 'huruf', 'saja', 'sama', 'kebijakan', 'berbayar', 'buat', 'apa', 'coba', 'cuma', 'verifikasi', 'akun', 'saja', 'mesti', 'bayar', 'centang', 'biru', 'kalau', 'sudah', 'verifikasi', 'tidak', 'bisa', 'bedain', 'mana', 'akun', 'asli', 'mana', 'fake', 'account', 'kenapa', 'mesti', 'di', 'ubah', 'sama', 'pemutaran', 'video', 'sering', 'lag', 'dan', 'buffering', 'kualitas', 'pemutaran', 'video', 'tidak', 'kaya', 'dulu', 'lagi', 'kalau', 'mau', 'video', 'bagus', 'mesti', 'pakai', 'kuota', 'tidak', 'bisa', 'pakai', 'wifi', 'tolong', 'kembalikan', 'twitter', 'yang', 'kami', 'kenal']","['twitter', 'x', 'pembeda', 'huruf', 'kebijakan', 'berbayar', 'coba', 'verifikasi', 'akun', 'mesti', 'bayar', 'centang', 'biru', 'verifikasi', 'bedain', 'akun', 'asli', 'fake', 'account', 'mesti', 'ubah', 'pemutaran', 'video', 'lag', 'buffering', 'kualitas', 'pemutaran', 'video', 'kaya', 'video', 'bagus', 'mesti', 'pakai', 'kuota', 'pakai', 'wifi', 'tolong', 'kembalikan', 'twitter', 'kenal']",twitter x beda huruf bijak bayar coba verifikasi akun mesti bayar centang biru verifikasi bedain akun asli fake account mesti ubah putar video lag buffering kualitas putar video kaya video bagus mesti pakai kuota pakai wifi tolong kembali twitter kenal
"Kenapa sekarang twitter jadi lemot gak bisa puter video, bahkan munculin foto juga lama, simpan fto suka gagal terus nunggu beberapa detik baru mau di simpan. Kenapa sih, dlu gk gini bnget, pdhal jaringannya baik2 aja buka aplikasi lain lancar2 aja malahan. Payah!! Tolong di perbaiki","kenapa sekarang twitter jadi lemot gak bisa puter video, bahkan munculin foto juga lama, simpan fto suka gagal terus nunggu beberapa detik baru mau di simpan. kenapa sih, dlu gk gini bnget, pdhal jaringannya baik2 aja buka aplikasi lain lancar2 aja malahan. payah!! tolong di perbaiki",kenapa sekarang twitter jadi lemot gak bisa puter video bahkan munculin foto juga lama simpan fto suka gagal terus nunggu beberapa detik baru mau di simpan kenapa sih dlu gk gini bnget pdhal jaringannya baik aja buka aplikasi lain lancar aja malahan payah tolong di perbaiki,kenapa sekarang twitter jadi lambat tidak bisa puter video bahkan munculin foto juga lama simpan fto suka gagal terus menunggu beberapa detik baru mau di simpan kenapa sih dulu tidak begini bnget pdhal jaringannya baik saja buka aplikasi lain lancar saja malahan payah tolong di perbaiki,"['kenapa', 'sekarang', 'twitter', 'jadi', 'lambat', 'tidak', 'bisa', 'puter', 'video', 'bahkan', 'munculin', 'foto', 'juga', 'lama', 'simpan', 'fto', 'suka', 'gagal', 'terus', 'menunggu', 'beberapa', 'detik', 'baru', 'mau', 'di', 'simpan', 'kenapa', 'sih', 'dulu', 'tidak', 'begini', 'bnget', 'pdhal', 'jaringannya', 'baik', 'saja', 'buka', 'aplikasi', 'lain', 'lancar', 'saja', 'malahan', 'payah', 'tolong', 'di', 'perbaiki']","['twitter', 'lambat', 'puter', 'video', 'munculin', 'foto', 'simpan', 'fto', 'suka', 'gagal', 'menunggu', 'detik', 'simpan', 'bnget', 'pdhal', 'jaringannya', 'buka', 'aplikasi', 'lancar', 'payah', 'tolong', 'perbaiki']",twitter lambat puter video munculin foto simpan fto suka gagal tunggu detik simpan bnget pdhal jaring buka aplikasi lancar payah tolong baik
"Kenapa pas saya install lagi jadi gabisa login terus pas buat akun baru juga gabisa mendaftar pake nomor telepon padahal nomornya udah bener, saya coba ganti nomornya tetep aja gabisa. Dulu kalo login simpel banget sekarang jadi ribet !!","kenapa pas saya install lagi jadi gabisa login terus pas buat akun baru juga gabisa mendaftar pake nomor telepon padahal nomornya udah bener, saya coba ganti nomornya tetep aja gabisa. dulu kalo login simpel banget sekarang jadi ribet !!",kenapa pas saya install lagi jadi gabisa login terus pas buat akun baru juga gabisa mendaftar pake nomor telepon padahal nomornya udah bener saya coba ganti nomornya tetep aja gabisa dulu kalo login simpel banget sekarang jadi ribet,kenapa pas saya install lagi jadi tidak bisa login terus pas buat akun baru juga tidak bisa mendaftar pakai nomor telepon padahal nomornya sudah benar saya coba ganti nomornya tetep saja tidak bisa dulu kalau login simpel banget sekarang jadi ribet,"['kenapa', 'pas', 'saya', 'install', 'lagi', 'jadi', 'tidak', 'bisa', 'login', 'terus', 'pas', 'buat', 'akun', 'baru', 'juga', 'tidak', 'bisa', 'mendaftar', 'pakai', 'nomor', 'telepon', 'padahal', 'nomornya', 'sudah', 'benar', 'saya', 'coba', 'ganti', 'nomornya', 'tetep', 'saja', 'tidak', 'bisa', 'dulu', 'kalau', 'login', 'simpel', 'banget', 'sekarang', 'jadi', 'ribet']","['pas', 'install', 'login', 'pas', 'akun', 'mendaftar', 'pakai', 'nomor', 'telepon', 'nomornya', 'coba', 'ganti', 'nomornya', 'tetep', 'login', 'simpel', 'banget', 'ribet']",pas install login pas akun daftar pakai nomor telepon nomor coba ganti nomor tetep login simpel banget ribet
"Dengan apps x, kita bisa tau berita dan hal apapun yg sedang dibahas diluar. Awalnya sy lebih suka menonton berita drpd membaca di x. Tp krn suatu hal, sy scroll² ternyata memang seru, menyenangkan dan tidak ketinggalan ❤️","dengan apps x, kita bisa tau berita dan hal apapun yg sedang dibahas diluar. awalnya sy lebih suka menonton berita drpd membaca di x. tp krn suatu hal, sy scroll² ternyata memang seru, menyenangkan dan tidak ketinggalan ❤️",dengan apps x kita bisa tau berita dan hal apapun yg sedang dibahas diluar awalnya sy lebih suka menonton berita drpd membaca di x tp krn suatu hal sy scroll² ternyata memang seru menyenangkan dan tidak ketinggalan,dengan apps x kita bisa tahu berita dan hal apapun yang sedang dibahas diluar awalnya saya lebih suka menonton berita daripada membaca di x tapi karena suatu hal saya scroll² ternyata memang seru menyenangkan dan tidak ketinggalan,"['dengan', 'apps', 'x', 'kita', 'bisa', 'tahu', 'berita', 'dan', 'hal', 'apapun', 'yang', 'sedang', 'dibahas', 'diluar', 'awalnya', 'saya', 'lebih', 'suka', 'menonton', 'berita', 'daripada', 'membaca', 'di', 'x', 'tapi', 'karena', 'suatu', 'hal', 'saya', 'scroll²', 'ternyata', 'memang', 'seru', 'menyenangkan', 'dan', 'tidak', 'ketinggalan']","['apps', 'x', 'berita', 'apapun', 'dibahas', 'diluar', 'suka', 'menonton', 'berita', 'membaca', 'x', 'scroll²', 'seru', 'menyenangkan', 'ketinggalan']",apps x berita apa bahas luar suka tonton berita baca x scroll seru senang tinggal
"Aplikasi cacat banyk bug nya, gak di apaa²in akun keluar sendiri sehingga harus login ulang, baru mau masuk apk tertera tulisan ""sedang ada aktivitas berbahaya"" itu apk gak di apaa²in kenapa setiap mau masuk pasti seperti itu,, sangat"" mengganggu dan tidak berguna","aplikasi cacat banyk bug nya, gak di apaa²in akun keluar sendiri sehingga harus login ulang, baru mau masuk apk tertera tulisan ""sedang ada aktivitas berbahaya"" itu apk gak di apaa²in kenapa setiap mau masuk pasti seperti itu,, sangat"" mengganggu dan tidak berguna",aplikasi cacat banyk bug nya gak di apaa²in akun keluar sendiri sehingga harus login ulang baru mau masuk apk tertera tulisan sedang ada aktivitas berbahaya itu apk gak di apaa²in kenapa setiap mau masuk pasti seperti itu sangat mengganggu dan tidak berguna,aplikasi cacat banyk bug nya tidak di apaa²in akun keluar sendiri sehingga harus login ulang baru mau masuk apk tertera tulisan sedang ada aktivitas berbahaya itu apk tidak di apaa²in kenapa setiap mau masuk pasti seperti itu sangat mengganggu dan tidak berguna,"['aplikasi', 'cacat', 'banyk', 'bug', 'nya', 'tidak', 'di', 'apaa²in', 'akun', 'keluar', 'sendiri', 'sehingga', 'harus', 'login', 'ulang', 'baru', 'mau', 'masuk', 'apk', 'tertera', 'tulisan', 'sedang', 'ada', 'aktivitas', 'berbahaya', 'itu', 'apk', 'tidak', 'di', 'apaa²in', 'kenapa', 'setiap', 'mau', 'masuk', 'pasti', 'seperti', 'itu', 'sangat', 'mengganggu', 'dan', 'tidak', 'berguna']","['aplikasi', 'cacat', 'banyk', 'bug', 'apaa²in', 'akun', 'login', 'ulang', 'masuk', 'apk', 'tertera', 'tulisan', 'aktivitas', 'berbahaya', 'apk', 'apaa²in', 'masuk', 'mengganggu', 'berguna']",aplikasi cacat banyk bug apaa in akun login ulang masuk apk tera tulis aktivitas bahaya apk apaa in masuk ganggu guna
Semenjak OS android penampilan Twitter smkn menarik dan akses yg cepat. Gambar2 dan video2 sangat mudah diakses. Perkembangan yg sangat pesat sekali sesuai dg kemajuan IT kl dibandingkan dg twitter masa lalu. Menghubungkan file2 dg mudah melalui tautan krsemua aplikasi. Terima ksh Twitter. Selmt berkembang smg tetap diminati oleh semua kalangan. Bravo.,semenjak os android penampilan twitter smkn menarik dan akses yg cepat. gambar2 dan video2 sangat mudah diakses. perkembangan yg sangat pesat sekali sesuai dg kemajuan it kl dibandingkan dg twitter masa lalu. menghubungkan file2 dg mudah melalui tautan krsemua aplikasi. terima ksh twitter. selmt berkembang smg tetap diminati oleh semua kalangan. bravo.,semenjak os android penampilan twitter smkn menarik dan akses yg cepat gambar dan video sangat mudah diakses perkembangan yg sangat pesat sekali sesuai dg kemajuan it kl dibandingkan dg twitter masa lalu menghubungkan file dg mudah melalui tautan krsemua aplikasi terima ksh twitter selmt berkembang smg tetap diminati oleh semua kalangan bravo,semenjak os android penampilan twitter smkn menarik dan akses yang cepat gambar dan video sangat mudah diakses perkembangan yang sangat pesat sekali sesuai dengan kemajuan it kalau dibandingkan dengan twitter masa lalu menghubungkan file dengan mudah melalui tautan krsemua aplikasi terima ksh twitter selmt berkembang semoga tetap diminati oleh semua kalangan bravo,"['semenjak', 'os', 'android', 'penampilan', 'twitter', 'smkn', 'menarik', 'dan', 'akses', 'yang', 'cepat', 'gambar', 'dan', 'video', 'sangat', 'mudah', 'diakses', 'perkembangan', 'yang', 'sangat', 'pesat', 'sekali', 'sesuai', 'dengan', 'kemajuan', 'it', 'kalau', 'dibandingkan', 'dengan', 'twitter', 'masa', 'lalu', 'menghubungkan', 'file', 'dengan', 'mudah', 'melalui', 'tautan', 'krsemua', 'aplikasi', 'terima', 'ksh', 'twitter', 'selmt', 'berkembang', 'semoga', 'tetap', 'diminati', 'oleh', 'semua', 'kalangan', 'bravo']","['semenjak', 'os', 'android', 'penampilan', 'twitter', 'smkn', 'menarik', 'akses', 'cepat', 'gambar', 'video', 'mudah', 'diakses', 'perkembangan', 'pesat', 'sesuai', 'kemajuan', 'dibandingkan', 'twitter', 'menghubungkan', 'file', 'mudah', 'tautan', 'krsemua', 'aplikasi', 'terima', 'ksh', 'twitter', 'selmt', 'berkembang', 'semoga', 'diminati', 'kalangan', 'bravo']",semenjak os android tampil twitter smkn tarik akses cepat gambar video mudah akses kembang pesat sesuai maju banding twitter hubung file mudah taut krsemua aplikasi terima ksh twitter selmt kembang moga mati kalang bravo
"Entah kenapa lebih suka apk ini Versi dulu, karena yang sekarang namanya jujur aja ga cocok, lebih cocok namanya yang dulu yaitu ""Twitter"" selain itu sekarang banyak bug nya, lagi scroll tiba-tiba keluar dari aplikasinya padahal ga pencet apapun, kadang juga lemot banget terutama kalau mau liat Video gitu, lemot nya minta ampun deh padahal jaringan bagus"" aja, gatau ya ini efek dari hp nya atau emang di hp orang lain juga kayak gini, please kembalikan Twitter yang dulu, dan mohon perbaikan nya y","entah kenapa lebih suka apk ini versi dulu, karena yang sekarang namanya jujur aja ga cocok, lebih cocok namanya yang dulu yaitu ""twitter"" selain itu sekarang banyak bug nya, lagi scroll tiba-tiba keluar dari aplikasinya padahal ga pencet apapun, kadang juga lemot banget terutama kalau mau liat video gitu, lemot nya minta ampun deh padahal jaringan bagus"" aja, gatau ya ini efek dari hp nya atau emang di hp orang lain juga kayak gini, please kembalikan twitter yang dulu, dan mohon perbaikan nya y",entah kenapa lebih suka apk ini versi dulu karena yang sekarang namanya jujur aja ga cocok lebih cocok namanya yang dulu yaitu twitter selain itu sekarang banyak bug nya lagi scroll tibatiba keluar dari aplikasinya padahal ga pencet apapun kadang juga lemot banget terutama kalau mau liat video gitu lemot nya minta ampun deh padahal jaringan bagus aja gatau ya ini efek dari hp nya atau emang di hp orang lain juga kayak gini please kembalikan twitter yang dulu dan mohon perbaikan nya y,entah kenapa lebih suka apk ini versi dulu karena yang sekarang namanya jujur saja tidak cocok lebih cocok namanya yang dulu yaitu twitter selain itu sekarang banyak bug nya lagi scroll tibatiba keluar dari aplikasinya padahal tidak pencet apapun kadang juga lambat banget terutama kalau mau lihat video begitu lambat nya minta ampun deh padahal jaringan bagus saja tidak tahu iya ini efek dari hp nya atau memang di hp orang lain juga kayak begini please kembalikan twitter yang dulu dan mohon perbaikan nya ya,"['entah', 'kenapa', 'lebih', 'suka', 'apk', 'ini', 'versi', 'dulu', 'karena', 'yang', 'sekarang', 'namanya', 'jujur', 'saja', 'tidak', 'cocok', 'lebih', 'cocok', 'namanya', 'yang', 'dulu', 'yaitu', 'twitter', 'selain', 'itu', 'sekarang', 'banyak', 'bug', 'nya', 'lagi', 'scroll', 'tibatiba', 'keluar', 'dari', 'aplikasinya', 'padahal', 'tidak', 'pencet', 'apapun', 'kadang', 'juga', 'lambat', 'banget', 'terutama', 'kalau', 'mau', 'lihat', 'video', 'begitu', 'lambat', 'nya', 'minta', 'ampun', 'deh', 'padahal', 'jaringan', 'bagus', 'saja', 'tidak', 'tahu', 'iya', 'ini', 'efek', 'dari', 'hp', 'nya', 'atau', 'memang', 'di', 'hp', 'orang', 'lain', 'juga', 'kayak', 'begini', 'please', 'kembalikan', 'twitter', 'yang', 'dulu', 'dan', 'mohon', 'perbaikan', 'nya', 'ya']","['suka', 'apk', 'versi', 'namanya', 'jujur', 'cocok', 'cocok', 'namanya', 'twitter', 'bug', 'scroll', 'tibatiba', 'aplikasinya', 'pencet', 'apapun', 'kadang', 'lambat', 'banget', 'lihat', 'video', 'lambat', 'ampun', 'deh', 'jaringan', 'bagus', 'efek', 'hp', 'hp', 'orang', 'kayak', 'please', 'kembalikan', 'twitter', 'mohon', 'perbaikan']",suka apk versi nama jujur cocok cocok nama twitter bug scroll tibatiba aplikasi pencet apa kadang lambat banget lihat video lambat ampun deh jaring bagus efek hp hp orang kayak please kembali twitter mohon baik
"Setiap buka video selalu loading & itu lama, jaringan tidak masalah, wifi/data seluler lancar, buka aplikasi lainnya juga lancar, tapi kenapa video di aplikasi ini selalu buffering. Sudah lumayan lama kondisi begini. Mohon segera perbaiki","setiap buka video selalu loading & itu lama, jaringan tidak masalah, wifi/data seluler lancar, buka aplikasi lainnya juga lancar, tapi kenapa video di aplikasi ini selalu buffering. sudah lumayan lama kondisi begini. mohon segera perbaiki",setiap buka video selalu loading  itu lama jaringan tidak masalah wifi data seluler lancar buka aplikasi lainnya juga lancar tapi kenapa video di aplikasi ini selalu buffering sudah lumayan lama kondisi begini mohon segera perbaiki,setiap buka video selalu loading itu lama jaringan tidak masalah wifi data seluler lancar buka aplikasi lainnya juga lancar tapi kenapa video di aplikasi ini selalu buffering sudah lumayan lama kondisi begini mohon segera perbaiki,"['setiap', 'buka', 'video', 'selalu', 'loading', 'itu', 'lama', 'jaringan', 'tidak', 'masalah', 'wifi', 'data', 'seluler', 'lancar', 'buka', 'aplikasi', 'lainnya', 'juga', 'lancar', 'tapi', 'kenapa', 'video', 'di', 'aplikasi', 'ini', 'selalu', 'buffering', 'sudah', 'lumayan', 'lama', 'kondisi', 'begini', 'mohon', 'segera', 'perbaiki']","['buka', 'video', 'loading', 'jaringan', 'wifi', 'data', 'seluler', 'lancar', 'buka', 'aplikasi', 'lancar', 'video', 'aplikasi', 'buffering', 'lumayan', 'kondisi', 'mohon', 'perbaiki']",buka video loading jaring wifi data seluler lancar buka aplikasi lancar video aplikasi buffering lumayan kondisi mohon baik
"kenapa sekarang gampang bgtt nge bug siiiiii,susah bgt di akses","kenapa sekarang gampang bgtt nge bug siiiiii,susah bgt di akses",kenapa sekarang gampang bgtt nge bug siisusah bgt di akses,kenapa sekarang gampang bgtt nge bug siisusah banget di akses,"['kenapa', 'sekarang', 'gampang', 'bgtt', 'nge', 'bug', 'siisusah', 'banget', 'di', 'akses']","['gampang', 'bgtt', 'nge', 'bug', 'siisusah', 'banget', 'akses']",gampang bgtt nge bug siisusah banget akses
"Di update malah makin jelek, loading video dan gambar lambat, liat reply an sring terbatas, kesalahan teknis. Pdhal wifi dan data internet lancar. Tes buka tiktok dan yt lancar2 aja.","di update malah makin jelek, loading video dan gambar lambat, liat reply an sring terbatas, kesalahan teknis. pdhal wifi dan data internet lancar. tes buka tiktok dan yt lancar2 aja.",di update malah makin jelek loading video dan gambar lambat liat reply an sring terbatas kesalahan teknis pdhal wifi dan data internet lancar tes buka tiktok dan yt lancar aja,di update bahkan makin jelek loading video dan gambar lambat lihat reply an sring terbatas kesalahan teknis pdhal wifi dan data internet lancar tes buka tiktok dan yt lancar saja,"['di', 'update', 'bahkan', 'makin', 'jelek', 'loading', 'video', 'dan', 'gambar', 'lambat', 'lihat', 'reply', 'an', 'sring', 'terbatas', 'kesalahan', 'teknis', 'pdhal', 'wifi', 'dan', 'data', 'internet', 'lancar', 'tes', 'buka', 'tiktok', 'dan', 'yt', 'lancar', 'saja']","['update', 'jelek', 'loading', 'video', 'gambar', 'lambat', 'lihat', 'reply', 'sring', 'terbatas', 'kesalahan', 'teknis', 'pdhal', 'wifi', 'data', 'internet', 'lancar', 'tes', 'buka', 'tiktok', 'yt', 'lancar']",update jelek loading video gambar lambat lihat reply sring batas salah teknis pdhal wifi data internet lancar tes buka tiktok yt lancar
